video,frame,person_id,kpt_0,kpt_1,kpt_2,kpt_3,kpt_4,kpt_5,kpt_6,kpt_7,kpt_8,kpt_9,kpt_10,kpt_11,kpt_12,kpt_13,kpt_14,kpt_15,kpt_16,kpt_17,kpt_18,kpt_19,kpt_20,kpt_21,kpt_22,kpt_23,kpt_24,kpt_25,kpt_26,kpt_27,kpt_28,kpt_29,kpt_30,kpt_31,kpt_32,kpt_33,label
inout1.mp4,285,1,621.9692383,432.8238525,628.8607178,417.3044128,606.6867676,416.5833435,621.4104614,409.4242859,555.7190552,407.1031494,619.2428589,476.7128906,516.1064453,493.6544495,654.3858643,576.8738403,541.7412109,629.4784546,704.6140747,586.1079712,658.3446045,618.7285767,646.4411621,706.1206055,575.9594727,721.9365845,658.3621826,885.2693481,584.0952148,912.4095459,650.4301147,1038.248901,590.0557861,1069.426758,Suspicious
inout1.mp4,290,1,615.0601807,436.2968445,620.4946899,419.6080933,598.8795166,420.7754517,611.147522,410.2726135,545.6613159,412.4270325,608.6343994,477.3094482,509.5735474,498.7299805,643.7523804,588.2247925,540.7096558,638.833252,690.8251953,600.8088379,655.5422974,618.0888672,640.3825684,706.5203857,571.4299927,725.4240723,656.4487915,883.0764771,581.8681641,918.6271362,653.4542236,1028.266479,586.3030396,1069.381836,Suspicious
inout1.mp4,295,1,615.6224365,438.5263062,618.7600098,420.3934021,595.9525757,423.6679077,606.8973389,410.7250671,539.802124,420.2543335,614.6230469,481.2164917,504.6078186,507.8338623,647.7005615,594.3567505,533.8178101,643.7202148,677.2439575,597.9121094,635.9381104,611.1438599,642.1848145,709.3163452,564.5751953,728.1906738,648.0653687,891.6405029,580.3288574,920.2208862,645.9705811,1037.945923,579.8497314,1062.169434,Suspicious
inout1.mp4,300,1,615.5812988,438.41922,618.5194702,420.5842285,596.7876587,424.2472534,605.7932129,410.7122192,540.4173584,420.7719116,611.6010742,478.3001709,503.267334,507.5609131,646.9679565,589.7588501,530.8848877,643.7346802,670.8851318,593.8365479,628.4825439,609.2376709,634.4396973,704.1379395,557.4378052,724.4124146,639.9215698,886.4009399,569.774231,921.3725586,641.9519653,1031.408691,569.805603,1065.418457,Suspicious
inout1.mp4,305,1,619.548645,436.5371704,622.0174561,419.3656006,601.4707642,422.2553101,606.7560425,412.2100525,544.9851074,420.6258545,611.175415,482.3588562,504.6166077,510.5420532,642.6906128,591.6185303,527.9188232,647.1843262,667.1827393,590.7519531,631.7989502,614.3641357,634.9831543,711.9025879,559.6170654,731.8901367,639.1743164,892.1618652,573.0599365,927.4561768,631.2858887,1030.18042,566.5530396,1065.612549,Suspicious
inout1.mp4,310,1,627.168335,438.0413208,629.0928345,421.7752075,611.1672363,423.2975464,609.5545654,417.2779541,555.7116699,422.1516113,609.4781494,490.6134338,509.2531128,510.835968,639.5010986,600.1157837,518.1546631,644.8062744,677.1242065,606.6148071,620.190979,631.2158203,628.6967773,714.9649048,558.7053833,730.9282227,630.5487061,892.7406006,569.435791,918.7176514,626.2634277,1039.033813,563.6705322,1062.174438,Suspicious
inout1.mp4,315,1,629.2573242,435.3119507,632.3480225,420.1177979,616.8704224,419.7368164,614.6793213,414.7709351,566.6386108,413.1637573,614.5192871,485.0240479,513.6273193,498.3615417,658.0130005,591.6640625,513.0678711,630.0402222,725.3469238,614.5668945,625.7312012,630.9019165,635.5132446,715.0948486,568.4866943,730.0285645,647.9921265,886.7570801,573.9998169,914.1985474,640.6594238,1037.031372,572.2728271,1066.646973,Suspicious
input2.mp4,205,1,698.6516113,457.2962952,699.3641968,442.9217834,698.4584351,438.5906982,634.5874634,407.283783,647.2097778,402.9353943,569.9973145,444.1619568,600.7945557,477.6312256,594.2026367,569.8675537,645.6816406,640.4158936,687.4048462,565.4018555,701.1991577,590.3861084,545.7655029,746.3575439,564.0109253,762.7009277,541.6114502,953.0780029,558.4833984,988.8685913,530.5789185,1062.501831,560.0679932,1080,Suspicious
input2.mp4,210,1,688.8660889,448.6397095,685.9838257,433.3993835,690.6253052,429.9791565,609.2510376,401.7079468,647.1790161,399.4307556,543.1792603,447.9025269,610.4481201,478.3688965,585.9971924,571.1685791,663.9041748,630.8952026,691.8874512,551.7379761,716.0804443,578.0360107,522.8451538,763.6828613,572.4934082,778.5109863,505.1812744,985.4135742,590.1696167,1017.095032,493.5609741,1080,609.0762939,1080,Suspicious
input2.mp4,215,1,683.7964478,431.3858032,679.9588623,415.3671265,683.1561279,411.7679443,604.6309204,392.7798462,636.7227173,390.486969,542.2746582,449.5505981,610.0360107,477.7892761,583.5974121,570.9958496,669.8314819,627.8268433,689.5084229,542.8637085,713.9689941,563.9241333,533.3515625,761.6643677,576.9778442,773.3217773,524.1826782,996.0158691,568.8348389,1017.48175,509.4525757,1080,554.5751953,1080,Suspicious
input2.mp4,220,1,676.2054443,427.0213623,672.2365723,411.9346313,673.826416,406.9421997,597.2983398,392.8822021,622.4255371,385.5990601,526.5223999,455.4379883,608.2147217,473.0574951,583.772583,571.3942871,695.2692871,605.4240723,689.6826172,539.5543213,723.0181274,544.927124,525.4453735,761.7513428,584.9954834,770.3137207,498.6968079,994.4416504,597.9535522,1014.534851,474.3030396,1080,615.3470459,1080,Suspicious
input2.mp4,225,1,658.8994141,430.6169128,651.5878906,417.0864868,657.2550049,409.7764282,587.2398071,396.8384399,610.7194214,380.8236694,546.1395264,458.2720947,589.2298584,455.4422607,617.4186401,557.4040527,695.1879883,561.6453857,699.5088501,532.130249,725.0189819,533.9526978,558.0909424,777.442627,578.9609375,777.5626221,567.6204834,1007.765259,551.8620605,1012.243652,580.5306396,1080,532.4767456,1080,Suspicious
input2.mp4,230,1,652.7193604,414.6799316,645.965332,399.6741943,646.6333008,393.6398315,588.9700317,385.0794678,588.2077637,372.0197754,547.1329346,452.479248,573.1216431,456.8632507,611.2703857,529.8027954,682.6238403,550.8400269,671.1168213,498.8002625,704.4578857,520.2055664,576.2753906,762.9387817,580.2400513,766.7843018,601.0345459,987.0518799,545.1887207,997.9848633,619.6047363,1080,508.0193481,1080,Suspicious
input2.mp4,235,1,652.5631104,409.1859131,650.1501465,391.9281616,645.5687866,388.2763367,593.3167725,374.9812317,585.0596924,369.8588257,545.3710938,441.8700562,568.4467773,464.5477295,596.493042,525.9650879,664.8137207,584.0709839,678.7983398,500.8243103,742.314209,549.3823853,581.0527344,764.0825195,586.4882813,778.463562,595.5447998,981.1379395,583.2070923,1004.869446,615.324707,1080,576.730835,1080,Suspicious
input2.mp4,240,1,658.6732178,399.8735962,654.3792725,380.6281738,646.0985107,380.9093628,607.2039185,369.6770325,580.3310547,370.9895325,567.9000244,443.6508179,560.8300781,478.3547363,633.9836426,519.5836182,667.9052734,596.3717041,692.7211304,497.0753784,736.2526855,548.2285156,594.3034668,765.3500977,579.6070557,785.7528076,597.395752,976.9118042,579.0625,1008.842773,611.8615723,1080,570.5002441,1080,Suspicious
input2.mp4,245,1,661.6585693,399.9533386,655.5075684,379.6550293,650.6126709,381.9429016,603.2655029,365.2046814,586.6559448,371.770752,564.9150391,430.5310059,563.2178955,483.3094482,642.5297241,489.7894897,667.3162842,601.9202881,700.6987305,464.2712402,730.0325928,521.8826294,590.3128662,762.8040771,578.7171631,791.0568237,604.3375244,981.9569092,583.0560303,1025.47229,622.4726563,1080,573.4663086,1080,Suspicious
input2.mp4,250,1,661.3320313,402.0229797,655.2071533,382.5705872,652.3470459,383.2286377,595.0112915,366.7365723,592.2819214,371.0790405,547.1899414,436.5497437,569.1051636,478.6827393,599.2416992,524.9276123,650.3805542,610.1314697,674.7886963,488.1181641,710.8464966,528.6971436,575.4530029,759.7445068,587.7498779,783.0219727,569.25177,980.9080811,609.4639282,1012.613525,568.7174072,1080,612.5759277,1080,Suspicious
input2.mp4,255,1,662.4480591,401.6824341,656.9204102,381.4797363,651.1156006,383.4329834,602.2705688,367.9865112,588.0246582,374.1850586,556.6071777,439.5266418,567.9533691,482.9122925,617.7132568,526.8738403,654.6147461,613.1083374,690.5413208,481.1901245,709.9126587,520.6374512,583.354126,758.1959229,586.2956543,782.7929077,574.9499512,972.6917725,599.5705566,1012.116028,576.9187012,1080,597.5864258,1080,Suspicious
input2.mp4,260,1,661.2530518,403.3988342,657.2321777,382.9562988,649.0362549,385.2480469,606.512085,368.9191284,582.3641357,376.1256409,561.3759155,437.4104919,559.7479248,485.9246521,615.0257568,516.6622925,648.1635132,611.4152222,681.387207,491.8979492,715.1085205,529.8519287,591.4520874,754.8880005,582.2664185,782.2027588,591.8656006,964.5814819,588.6052856,1007.469543,600.9185791,1072.014282,585.3130493,1080,Suspicious
input2.mp4,265,1,661.3140869,402.083313,656.5174561,381.8088684,648.6826172,383.7507019,606.805542,369.6793213,582.2636719,374.7887878,567.4473877,447.6578064,557.7481689,481.3310547,630.0159302,552.2254639,647.1821289,610.3448486,705.2614136,518.6845703,717.1533203,528.5813599,592.128418,758.5905762,579.9744873,780.2897949,585.4257813,962.8670654,589.3756104,1000.394531,596.970459,1076.810425,588.6897583,1080,Suspicious
input2.mp4,270,1,657.5145874,399.9260559,652.0181885,379.552002,646.1170654,381.6135254,598.7492676,368.0845337,582.5996704,373.5581055,556.7443237,447.4172363,560.4920654,481.5336914,620.9771118,554.3088989,647.614563,611.3303223,699.5004272,522.3039551,713.0457764,530.1201172,583.4840088,763.8305664,578.697937,786.0496216,584.0413818,967.09552,583.78479,1007.55304,601.6936035,1080,576.8272705,1080,Suspicious
input2.mp4,275,1,654.4382324,399.4500122,648.124939,379.5935669,643.3273315,380.6828613,593.6821289,368.5630188,578.2289429,371.6176758,554.0981445,448.3199463,555.8106689,477.8876038,620.4870605,560.1365356,650.0696411,609.4250488,701.9225464,524.5557251,714.9677734,528.7924805,585.5120239,757.4478149,578.7047119,777.243042,588.1337891,955.2295532,577.1110229,989.656311,610.0460205,1076.65625,568.9586792,1080,Suspicious
input2.mp4,280,1,650.7681274,397.6491394,644.8487549,377.5518799,639.0655518,378.9689331,592.2885132,367.0490112,572.5617676,370.4407654,550.4864502,447.3969727,553.7474365,479.7059937,618.868042,557.9909058,650.4039307,612.1744385,687.5236816,525.4120483,707.3037109,533.5672607,588.0112305,761.1652222,580.7904053,783.1644287,593.0985107,958.2526245,579.6230469,1000.311157,618.2163086,1070.580322,573.2249146,1080,Suspicious
input2.mp4,285,1,639.1104126,396.1661377,635.7047119,378.8420105,629.6381836,376.3569031,582.8897705,371.0299072,566.8295898,367.4773865,547.0976563,453.8556519,547.0725098,471.6512146,620.8813477,575.7929688,642.1734009,611.9503174,704.1959229,523.3399048,711.2637329,533.2955322,583.6134033,768.5753174,576.2828369,783.550293,609.8994141,975.5559082,598.3127441,1001.91394,635.7609863,1080,600.9251709,1080,Suspicious
input2.mp4,290,1,635.6640625,391.4507446,630.6737061,372.4912109,623.4119263,372.0195313,580.1812744,365.054718,560.4008789,364.4122009,539.9404297,453.1738892,547.7327881,475.2292786,615.9111328,567.1195679,650.7997437,605.3782349,695.7662354,526.4466553,708.2539063,532.1986694,580.2355957,770.3827515,581.8216553,788.1882324,585.5285645,980.0562744,610.9643555,1011.804749,597.7929077,1080,617.7178955,1080,Suspicious
input2.mp4,295,1,630.0714111,391.1791992,623.6530762,374.0241394,621.1216431,371.5437927,567.7666626,366.3533325,556.4642944,361.9759827,528.3045654,453.0167847,541.8144531,472.2981262,609.1413574,563.8175659,653.1063232,602.4720459,683.9454346,517.0938721,697.4482422,525.2269287,569.0862427,774.4498291,574.7700195,788.6282959,580.8781738,1002.831543,598.4536133,1027.387451,599.3167725,1080,603.5621948,1080,Suspicious
input2.mp4,300,1,631.0002441,392.7392578,626.2108154,374.7693481,621.4424438,373.3981323,572.6759644,364.9293823,555.6346436,363.2524109,531.9699707,450.3497314,538.1196899,473.2282104,607.2896118,569.1165161,642.3817749,610.5279541,688.6950684,531.211731,701.1607666,537.3139648,569.6589966,766.3300781,570.0635986,783.1531982,579.8066406,986.9055176,591.2818604,1019.13501,599.6091919,1080,597.5958252,1080,Suspicious
input2.mp4,305,1,630.8410645,401.3442078,628.1768799,382.9865112,622.0946655,381.5120239,576.1630859,367.8734131,558.8115845,366.4625244,527.8971558,443.8440857,541.8496094,477.3377686,587.6224365,548.3867188,640.0645142,616.8391113,650.454834,511.9686279,682.6513672,539.7185059,567.2964478,760.508667,572.1115112,781.8404541,585.345459,975.9091797,595.3146973,1015.243042,603.4434814,1080,604.8830566,1080,Suspicious
input2.mp4,310,1,630.4261475,404.9868164,626.3856201,385.8565063,622.862915,386.2261047,567.3863525,369.8268127,565.6281738,374.5093994,515.0877686,437.2585144,548.6741943,490.1369934,571.1390381,522.7744141,622.4069824,632.0747681,646.4979858,494.6907959,677.994873,550.7730713,558.9967041,761.805542,579.2855835,791.399292,565.8551025,979.800293,612.2141724,1026.754272,559.8400879,1080,615.7373047,1080,Suspicious
input2.mp4,315,1,635.1118164,405.7904663,629.93573,387.1092529,629.008667,387.0557556,566.7633057,370.8545837,573.2523193,375.1981201,518.7059326,435.7723389,549.107666,487.4057007,562.2815552,529.8950195,613.7970581,637.9400635,641.6467285,499.1002197,670.2658081,554.9804688,558.5479126,758.1199951,575.7283936,784.8149414,563.4432373,984.2587891,590.6490479,1020.445313,556.595459,1080,581.3862305,1080,Suspicious
input2.mp4,320,1,644.4698486,408.4886475,638.4412842,389.7724915,640.9940186,388.2749023,566.7022095,373.0558777,587.7806396,374.1160583,511.1457825,441.8536377,560.4914551,487.0273132,557.6181641,546.5107422,629.9102173,637.635376,646.680542,515.0610352,677.5760498,554.024292,543.2583008,759.9644165,575.2277832,784.0541382,559.5758667,991.2794189,599.7805176,1023.077759,559.1446533,1080,596.9602051,1080,Suspicious
input2.mp4,325,1,652.1328735,410.4854736,646.4898071,392.359314,650.1765747,389.8819885,570.9111328,374.3495483,604.1209106,372.5349731,508.7306519,442.7527771,577.4851074,472.7360229,550.1313477,563.4112549,646.9351807,619.9316406,655.8620605,526.9370117,679.5718994,544.6300049,520.024231,754.0737305,567.824585,770.7185059,534.6779785,985.4108276,595.0419312,1005.207092,538.3825684,1080,603.4586182,1080,Suspicious
input2.mp4,330,1,649.7442017,408.9643555,644.7313232,389.510498,647.8051758,387.1311951,559.1234741,368.8537903,603.986084,370.4956055,482.2744141,441.4770813,591.425415,465.8535461,498.368103,583.3991089,641.5402832,613.5620728,625.289978,546.0733643,674.3082275,549.416748,503.5976257,746.0744019,579.0216064,760.046814,524.116333,981.7501221,609.9875488,995.9641113,527.6503906,1080,614.1343994,1080,Suspicious
input2.mp4,335,1,633.1599121,408.5510559,629.8477783,389.8596497,634.3190918,387.777771,545.2362671,373.1486816,604.5024414,375.3867188,468.4435425,451.8739014,602.8807373,466.5794067,426.0032349,612.0200806,653.2984619,608.9040527,498.2149658,629.2781982,678.8236084,563.9390869,492.6369324,740.4519653,579.3069458,746.9267578,511.4555664,956.0700073,587.1609497,959.9225464,529.3074951,1080,589.7911987,1080,Suspicious
input2.mp4,340,1,621.1089478,402.9511719,615.1356201,384.6380615,615.434082,381.1175537,534.555603,372.7498779,583.2249756,371.795105,453.5006714,453.703186,594.9926758,462.9412537,420.5367432,608.5943604,670.8345337,599.5743408,488.8254089,613.5443726,722.2518311,592.6422729,495.5484009,741.3847656,582.3682861,751.0356445,504.7502441,953.0987549,591.1173096,963.237915,507.132843,1064.207153,578.6115723,1066.861816,Suspicious
input2.mp4,345,1,628.4360352,397.0583496,622.0582275,378.9520569,622.1192627,376.7710571,544.8883667,370.6370239,589.8365479,371.2506104,468.2229309,454.5444336,623.0886841,455.2567749,456.5348511,581.0637207,679.5646973,589.0142212,539.8274536,590.366394,667.5864868,690.6335449,511.1838989,732.0723267,614.8990479,732.1656494,508.9616089,944.4717407,614.9173584,942.6368408,493.5021973,1080,592.6690674,1080,Suspicious
input2.mp4,350,1,647.3842773,399.9597473,641.0524902,381.5801697,644.918457,379.6551819,564.276001,374.5225525,628.2286987,375.28125,490.8887329,455.0468445,662.8115234,456.3842468,456.1912537,587.7739258,695.0031738,572.4520264,500.0626831,643.8035889,655.8115845,620.7408447,535.5616455,712.9297485,651.6071777,712.7172852,532.5958252,899.4276123,641.2838135,897.4793701,531.1082764,1062.592285,627.4968872,1055.72937,Suspicious
input2.mp4,355,1,678.4755249,387.4490967,670.5967407,367.3029785,673.0437622,367.8491211,598.8580322,361.6277161,661.0928955,366.3840637,524.6744995,436.1542969,697.5020752,445.5768433,502.9606018,562.3455811,729.4146729,547.3214111,546.8800659,595.6678467,662.5130005,516.5964966,559.7181396,679.8555908,673.5028687,685.9848633,563.7382813,861.6745605,654.5319824,871.6662598,563.2657471,1040.180664,630.7895508,1042.654297,Suspicious
input2.mp4,360,1,673.1939697,378.3439331,669.0912476,360.4346924,671.388916,359.0166321,605.762085,359.6431274,671.1878662,358.428833,542.8430786,437.7547302,707.6376953,430.3132935,528.6162109,557.3571777,718.8662109,522.7001343,570.0041504,554.1010132,651.3670654,518.0301514,583.001709,670.2653809,691.9735718,669.59375,597.8566895,849.5987549,669.8873901,856.7523193,619.4532471,1021.017212,659.387207,1035.133057,Suspicious
input2.mp4,365,1,620.0409546,373.6995239,623.1871948,358.298584,626.6281738,355.4619751,589.7952881,363.5091248,658.56427,356.9064941,554.0769653,448.5592346,709.958252,434.3175049,530.8016968,593.7962036,735.6851196,534.6940918,546.2938232,711.0565186,689.71875,589.2157593,604.1004639,671.2490234,700.8145752,666.9202881,637.5499268,856.3434448,684.4960938,863.2684937,660.4656982,1020.151123,673.5507813,1039.664551,Suspicious
input2.mp4,370,1,623.9533691,365.678833,623.081665,351.9314575,625.8261719,349.8113708,576.0756226,358.4505615,635.5023193,353.3209534,536.1721191,437.2476807,680.9865723,425.7862244,530.6247559,569.3069458,727.7592773,506.4085693,533.9611816,669.8243408,680.8236084,539.7335205,592.0161133,644.3743286,683.0877075,643.6489258,629.5533447,809.1027832,692.6218262,825.4259033,636.6082764,964.3031006,688.6674805,1000.831238,Suspicious
Sample.gif,8,1,237.7073212,130.7541809,238.5695953,128.495163,236.3612518,126.9572906,235.2651062,122.767807,227.1114502,118.9320374,235.3769531,130.0989075,207.7647247,127.8125,236.8107605,152.7485809,197.3686371,156.0457916,240.6500702,157.8126984,211.1257629,166.4971771,226.2011414,177.3458557,208.7678375,176.962326,220.4612274,207.1663818,202.5099945,206.5834503,211.9952698,226.426178,202.6692352,226.2277832,Suspicious
Sample.gif,9,1,239.7741699,133.6774139,240.3964996,131.4242401,238.2519073,129.8536835,236.1426849,125.4850464,227.756073,121.4305725,235.2115173,133.1938629,206.2815399,129.7432098,235.2945251,161.1367493,197.2126617,160.4794769,235.0815582,165.5686951,223.3356934,165.861084,225.414093,179.5709381,206.4895172,179.3091278,220.8683167,209.4500122,200.4438324,210.8976135,211.6566315,224.6561584,199.3047791,226.9094849,Suspicious
Sample.gif,10,1,238.4208221,131.807312,239.1152191,129.3276367,236.6176758,128.0282288,235.2539368,123.6042786,226.1746521,120.2138367,235.3971252,129.9235229,204.9887848,129.3694458,238.8447418,151.9642029,196.9754791,160.1813507,243.8049622,154.2357483,225.9796448,162.8298187,227.4503174,177.1880951,207.3634338,178.1656342,223.4186096,205.8282928,200.4611664,207.9210815,214.8179321,220.6000977,200.2409363,222.0057526,Suspicious
Sample.gif,11,1,232.9077911,127.5436249,236.8211365,124.5038605,230.0144958,123.0597839,240.8370361,118.4580231,222.7552643,114.8644791,243.7393799,127.3230743,206.925354,124.9176941,241.4422913,154.261795,196.1136627,155.2786255,232.3253174,160.9929504,211.506485,162.5527496,231.5238037,174.3903046,208.1056061,173.5198975,223.5848694,203.9941711,200.4043274,203.3508759,212.7220306,220.1876221,205.1228485,220.9198761,Suspicious
Sample.gif,12,1,240.1273499,126.1681061,244.5978699,123.5026245,237.327774,121.8996277,249.3399353,118.1101532,230.3662415,113.7482986,249.9619293,125.1897125,213.0505524,122.3589478,250.5399628,148.9823914,199.6255951,150.9816284,249.4019775,157.8729095,218.7706604,160.7704773,235.8857422,170.2119293,211.7311096,170.1317749,232.1924438,194.8594208,202.2703552,198.7953644,220.264679,209.9151001,202.9013977,218.4111481,Suspicious
Sample.gif,13,1,242.5511475,124.6291199,247.4035034,122.4111328,240.3269653,120.1645813,253.0749664,117.2450714,234.4898071,111.6164856,254.0566101,124.1333008,218.7094269,119.0162354,256.5126953,147.2115021,205.6846619,144.4686432,255.7823181,158.8961792,219.2675781,159.366684,237.7046051,167.6619873,214.9210815,165.8543091,232.8580627,195.8014374,205.7957153,197.101593,218.8941345,212.3073883,203.7802277,218.5608826,Suspicious
Sample.gif,14,1,252.6661377,123.9148865,256.9373169,121.5664978,250.4923248,119.6484146,261.6224976,116.3789978,244.3742676,111.3132935,261.2306519,123.4064941,228.3601227,117.9125137,259.7097778,147.0810699,215.1096954,143.8166656,259.96875,156.7574158,229.2064514,158.5819244,243.7412415,165.7679138,222.0518951,163.5534821,234.8264313,193.8690186,208.162384,194.837738,218.9857025,211.3330688,202.1203766,217.7936707,Suspicious
Sample.gif,15,1,251.4533691,120.7583466,254.8465118,119.4181442,251.4617767,117.2344971,259.0428467,117.4954376,248.9084015,111.9673386,258.8873596,125.409729,234.1699829,119.2991714,260.1768494,144.2983246,219.2798157,138.9014587,261.9760742,153.9318085,226.4026489,154.6210938,239.3394623,163.9312286,222.8945923,160.9950867,233.2189789,194.4225464,212.0348816,194.4682007,220.1722565,211.8064728,202.891449,216.4207764,Suspicious
Sample.gif,16,1,262.7357178,119.4591522,267.1217041,116.3870926,259.8172913,114.2788162,269.7966919,112.6301727,250.2767487,107.0527573,264.7656555,122.4345703,234.4773102,116.2387466,259.6691895,149.4537659,221.6585846,143.2170715,257.7549438,154.6074829,237.3145599,149.563736,246.6642151,165.8739624,225.8262634,163.5931396,234.6659393,194.0987854,210.1966858,196.3044891,216.1739655,212.4792938,199.5812378,219.8251801,Suspicious
Sample.gif,17,1,265.3044434,120.928009,267.6374207,118.4810257,263.4387817,116.619751,266.5432129,113.1056213,253.8090363,108.2653275,263.118866,119.3944321,235.3585205,115.2179718,260.5958557,145.8988495,223.9011841,143.2944336,260.8726196,152.540741,244.9569092,146.4562531,247.282547,161.2449036,228.2412109,159.8991241,234.7653503,191.4131317,211.6063232,194.3102264,216.7037506,215.0803528,200.1399536,221.6936951,Suspicious
Sample.gif,18,1,267.4891968,112.7108002,268.7124939,110.3248749,265.6258545,109.2514648,265.6242065,108.8472595,255.6282196,106.0692062,262.1740112,119.9381714,236.9079285,117.3845825,259.4683533,146.0729828,228.8516083,143.7140961,261.3335571,152.2218628,247.9996338,146.9804382,245.1342316,163.5090485,227.2167816,162.6986694,233.1886597,192.2171936,212.1553497,194.961853,219.8015137,213.5997314,200.2479858,218.6639709,Suspicious
